Diameter	Volume
0.375124	0.14348
0.411798	0.259629
0.452057	0.384357
0.496252	0.546814
0.544768	0.669322
0.598027	0.774392
0.656493	0.859372
0.720675	0.934166
0.791132	0.968705
0.868477	0.974006
0.953383	0.945161
1.04659	0.888706
1.14891	0.798612
1.26123	0.684491
1.38454	0.556639
1.5199	0.42289
1.66849	0.297348
1.83161	0.190778
2.01068	0.12565
2.20725	0.100462
2.42304	0.122885
2.65993	0.195402
2.91998	0.341857
3.20545	0.560117
3.51883	0.849824
3.86284	1.18417
4.24049	1.54468
4.65506	1.9109
5.11017	2.2556
5.60976	2.56104
6.1582	2.78694
6.76025	2.93521
7.42117	2.98176
8.14669	2.95705
8.94315	2.86853
9.81748	2.77497
10.7773	2.70844
11.8309	2.68402
12.9876	2.71322
14.2573	2.73489
15.6512	2.7979
17.1813	2.84623
18.861	2.96672
20.705	3.10008
22.7292	3.25673
24.9513	3.43375
27.3906	3.5855
30.0685	3.80414
33.0081	3.98495
36.2352	4.15142
39.7777	4.12309
43.6665	3.79233
47.9356	3.12101
52.622	2.17218
57.7666	1.16358
63.4141	0.420991
69.6138	0.0773501
76.4196	0.00557401
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

