Diameter	Volume
0.375124	0.142841
0.411798	0.257881
0.452057	0.381263
0.496252	0.543454
0.544768	0.667705
0.598027	0.774966
0.656493	0.862705
0.720675	0.942564
0.791132	0.985361
0.868477	1.00008
0.953383	0.981391
1.04659	0.937207
1.14891	0.861792
1.26123	0.762191
1.38454	0.646706
1.5199	0.522579
1.66849	0.403641
1.83161	0.297315
2.01068	0.2225
2.20725	0.178803
2.42304	0.177458
2.65993	0.217117
2.91998	0.316425
3.20545	0.47292
3.51883	0.687289
3.86284	0.938087
4.24049	1.2134
4.65506	1.50004
5.11017	1.77236
5.60976	2.01418
6.1582	2.18936
6.76025	2.31236
7.42117	2.3638
8.14669	2.37029
8.94315	2.32422
9.81748	2.27871
10.7773	2.26651
11.8309	2.31094
12.9876	2.42105
14.2573	2.51859
15.6512	2.65192
17.1813	2.76719
18.861	2.9921
20.705	3.26924
22.7292	3.59751
24.9513	3.91893
27.3906	4.11184
30.0685	4.25127
33.0081	4.26144
36.2352	4.26782
39.7777	4.21358
43.6665	4.05347
47.9356	3.69223
52.622	3.03504
57.7666	2.16414
63.4141	1.18003
69.6138	0.444368
76.4196	0.0834117
83.8907	0.00641875
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

