Diameter	Volume
0.375124	0.14053
0.411798	0.254299
0.452057	0.376735
0.496252	0.536419
0.544768	0.657093
0.598027	0.761269
0.656493	0.846515
0.720675	0.922746
0.791132	0.959924
0.868477	0.969507
0.953383	0.9469
1.04659	0.898744
1.14891	0.818334
1.26123	0.715251
1.38454	0.599343
1.5199	0.478714
1.66849	0.36611
1.83161	0.2701
2.01068	0.209934
2.20725	0.186789
2.42304	0.211609
2.65993	0.284607
2.91998	0.423729
3.20545	0.626485
3.51883	0.893559
3.86284	1.20238
4.24049	1.53513
4.65506	1.87374
5.11017	2.19251
5.60976	2.47652
6.1582	2.68831
6.76025	2.83237
7.42117	2.88628
8.14669	2.87892
8.94315	2.8151
9.81748	2.74739
10.7773	2.70611
11.8309	2.70629
12.9876	2.76258
14.2573	2.81568
15.6512	2.9097
17.1813	2.98768
18.861	3.13042
20.705	3.28719
22.7292	3.47137
24.9513	3.67989
27.3906	3.85819
30.0685	4.06332
33.0081	4.17316
36.2352	4.18761
39.7777	3.95182
43.6665	3.41855
47.9356	2.62177
52.622	1.67095
57.7666	0.811966
63.4141	0.25749
69.6138	0.0419948
76.4196	0.00237649
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

