Diameter	Volume
0.375124	0.118454
0.411798	0.214706
0.452057	0.318242
0.496252	0.452945
0.544768	0.553176
0.598027	0.639415
0.656493	0.708952
0.720675	0.770515
0.791132	0.796681
0.868477	0.799076
0.953383	0.77337
1.04659	0.725618
1.14891	0.648945
1.26123	0.553017
1.38454	0.447094
1.5199	0.33795
1.66849	0.237839
1.83161	0.154786
2.01068	0.107485
2.20725	0.0937201
2.42304	0.123208
2.65993	0.198426
2.91998	0.338933
3.20545	0.539585
3.51883	0.801849
3.86284	1.10483
4.24049	1.4324
4.65506	1.76778
5.11017	2.08646
5.60976	2.37768
6.1582	2.606
6.76025	2.7769
7.42117	2.86444
8.14669	2.8947
8.94315	2.87135
9.81748	2.84388
10.7773	2.83927
11.8309	2.86515
12.9876	2.93788
14.2573	2.99899
15.6512	3.1008
17.1813	3.18584
18.861	3.332
20.705	3.48665
22.7292	3.66477
24.9513	3.87806
27.3906	4.08351
30.0685	4.33969
33.0081	4.50756
36.2352	4.5552
39.7777	4.28745
43.6665	3.65481
47.9356	2.71487
52.622	1.60243
57.7666	0.690959
63.4141	0.172028
69.6138	0.0212069
76.4196	0.00047356
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

