Diameter	Volume
0.375124	0.186681
0.411798	0.33794
0.452057	0.500204
0.496252	0.710843
0.544768	0.871751
0.598027	1.01032
0.656493	1.1238
0.720675	1.22261
0.791132	1.27249
0.868477	1.28523
0.953383	1.25527
1.04659	1.18897
1.14891	1.08185
1.26123	0.944744
1.38454	0.790743
1.5199	0.631214
1.66849	0.481695
1.83161	0.356638
2.01068	0.279797
2.20725	0.256767
2.42304	0.297345
2.65993	0.405379
2.91998	0.602201
3.20545	0.890697
3.51883	1.26687
3.86284	1.69935
4.24049	2.15942
4.65506	2.62033
5.11017	3.05118
5.60976	3.42451
6.1582	3.69093
6.76025	3.83672
7.42117	3.84827
8.14669	3.76309
8.94315	3.60106
9.81748	3.41563
10.7773	3.24546
11.8309	3.1231
12.9876	3.06614
14.2573	3.01743
15.6512	2.95739
17.1813	2.81737
18.861	2.67545
20.705	2.58577
22.7292	2.64873
24.9513	2.88306
27.3906	3.18497
30.0685	3.4172
33.0081	3.33203
36.2352	2.87403
39.7777	2.09735
43.6665	1.16633
47.9356	0.451735
52.622	0.0867297
57.7666	0.00719338
63.4141	0
69.6138	0
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

