3.51934	0.0204349
4.65572	0.038369
5.11087	0.0458728
5.61052	0.0545161
6.15902	0.0648206
6.76114	0.077903
7.42212	0.0943444
8.14773	0.115585
8.94427	0.142802
9.81869	0.179637
10.7786	0.234978
11.8323	0.325674
12.9891	0.488551
14.2589	0.780964
15.6529	1.29298
17.1832	2.13478
18.863	3.39334
20.7071	5.09734
22.7315	7.10487
24.9538	9.11645
27.3934	10.7111
30.0714	11.4562
33.0113	11.2824
36.2385	10.3094
39.7813	8.87554
43.6704	7.36408
47.9397	5.12042
52.6264	1.81768
57.7713	0.138994
63.4192	0
69.6192	0
76.4253	0
83.8969	0
92.0988	0
101.103	0
110.987	0
121.837	0
133.748	0
146.824	0
161.177	0
176.935	0
194.232	0
213.221	0
234.066	0
256.948	0
282.068	0
309.644	0
339.916	0
373.147	0
409.626	0
449.672	0
493.633	0
541.892	0
594.869	0
653.025	0
716.866	0
786.949	0
863.883	0
948.338	0
1041.05	0
1142.83	0
1254.55	0
1377.2	0
1511.84	0
1659.64	0
1821.89	0
2000	

