Diameter	Volume
0.375124	0.166832
0.411798	0.302035
0.452057	0.447119
0.496252	0.635527
0.544768	0.778564
0.598027	0.901488
0.656493	1.00155
0.720675	1.08868
0.791132	1.13074
0.868477	1.13929
0.953383	1.10908
1.04659	1.04624
1.14891	0.946117
1.26123	0.819153
1.38454	0.677307
1.5199	0.530156
1.66849	0.393163
1.83161	0.279177
2.01068	0.210683
2.20725	0.189927
2.42304	0.226691
2.65993	0.324186
2.91998	0.504162
3.20545	0.767042
3.51883	1.10993
3.86284	1.50277
4.24049	1.92066
4.65506	2.34012
5.11017	2.73152
5.60976	3.07135
6.1582	3.3139
6.76025	3.45318
7.42117	3.47124
8.14669	3.40543
8.94315	3.27132
9.81748	3.12723
10.7773	3.00752
11.8309	2.93918
12.9876	2.93822
14.2573	2.95004
15.6512	2.98892
17.1813	2.97757
18.861	2.98189
20.705	2.98573
22.7292	3.04831
24.9513	3.20452
27.3906	3.3953
30.0685	3.61391
33.0081	3.67275
36.2352	3.49796
39.7777	2.99878
43.6665	2.23548
47.9356	1.38031
52.622	0.631108
57.7666	0.189212
63.4141	0.0282752
69.6138	0.00146803
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

