Diameter	Volume
0.375124	0.278207
0.411798	0.501584
0.452057	0.741638
0.496252	1.05566
0.544768	1.30109
0.598027	1.51295
0.656493	1.68984
0.720675	1.84865
0.791132	1.94436
0.868477	1.98624
0.953383	1.96726
1.04659	1.89844
1.14891	1.77792
1.26123	1.61259
1.38454	1.41551
1.5199	1.20221
1.66849	0.995288
1.83161	0.807628
2.01068	0.663104
2.20725	0.567135
2.42304	0.532742
2.65993	0.562003
2.91998	0.67316
3.20545	0.861602
3.51883	1.1145
3.86284	1.40245
4.24049	1.70816
4.65506	2.01518
5.11017	2.29005
5.60976	2.49856
6.1582	2.59848
6.76025	2.6059
7.42117	2.53316
8.14669	2.41998
8.94315	2.26143
9.81748	2.10577
10.7773	2.00071
11.8309	2.00466
12.9876	2.13894
14.2573	2.32126
15.6512	2.48868
17.1813	2.51262
18.861	2.47924
20.705	2.46609
22.7292	2.64104
24.9513	3.07337
27.3906	3.6665
30.0685	4.23972
33.0081	4.39952
36.2352	3.99515
39.7777	3.03827
43.6665	1.74455
47.9356	0.692522
52.622	0.135343
57.7666	0.0113764
63.4141	0
69.6138	0
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

