Diameter	Volume
0.375124	0.220568
0.411798	0.397912
0.452057	0.58874
0.496252	0.839624
0.544768	1.0375
0.598027	1.21136
0.656493	1.35946
0.720675	1.49619
0.791132	1.58481
0.868477	1.63486
0.953383	1.63956
1.04659	1.60703
1.14891	1.53381
1.26123	1.42626
1.38454	1.29343
1.5199	1.14478
1.66849	0.997567
1.83161	0.860468
2.01068	0.753797
2.20725	0.68103
2.42304	0.656185
2.65993	0.680501
2.91998	0.770681
3.20545	0.922689
3.51883	1.12994
3.86284	1.36943
4.24049	1.62575
4.65506	1.88641
5.11017	2.12434
5.60976	2.31444
6.1582	2.41563
6.76025	2.44007
7.42117	2.38617
8.14669	2.29315
8.94315	2.15795
9.81748	2.02779
10.7773	1.93417
11.8309	1.92192
12.9876	2.01535
14.2573	2.15451
15.6512	2.33825
17.1813	2.46036
18.861	2.5998
20.705	2.74157
22.7292	2.98816
24.9513	3.39074
27.3906	3.8778
30.0685	4.39897
33.0081	4.64717
36.2352	4.47506
39.7777	3.77068
43.6665	2.67691
47.9356	1.45548
52.622	0.535767
57.7666	0.100131
63.4141	0.00736141
69.6138	0
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

