Diameter	Volume
0.375124	0.200069
0.411798	0.360844
0.452057	0.534319
0.496252	0.762391
0.544768	0.940298
0.598027	1.09605
0.656493	1.22817
0.720675	1.35064
0.791132	1.42633
0.868477	1.46625
0.953383	1.46477
1.04659	1.4303
1.14891	1.35647
1.26123	1.25101
1.38454	1.12324
1.5199	0.981875
1.66849	0.842153
1.83161	0.710913
2.01068	0.607513
2.20725	0.533461
2.42304	0.503865
2.65993	0.516378
2.91998	0.585586
3.20545	0.7048
3.51883	0.873317
3.86284	1.07104
4.24049	1.28512
4.65506	1.50329
5.11017	1.7019
5.60976	1.86483
6.1582	1.95637
6.76025	1.99274
7.42117	1.95786
8.14669	1.88464
8.94315	1.76815
9.81748	1.66085
10.7773	1.5884
11.8309	1.57039
12.9876	1.62602
14.2573	1.69451
15.6512	1.83992
17.1813	1.99787
18.861	2.26935
20.705	2.55767
22.7292	2.86737
24.9513	3.19474
27.3906	3.51646
30.0685	3.98149
33.0081	4.4682
36.2352	4.99352
39.7777	5.26719
43.6665	5.08707
47.9356	4.35165
52.622	3.13203
57.7666	1.7255
63.4141	0.642962
69.6138	0.120817
76.4196	0.00904023
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

