Diameter	Volume
0.375124	0.204895
0.411798	0.369837
0.452057	0.546943
0.496252	0.779758
0.544768	0.962462
0.598027	1.12247
0.656493	1.25733
0.720675	1.38124
0.791132	1.4588
0.868477	1.49939
0.953383	1.49575
1.04659	1.4567
1.14891	1.37778
1.26123	1.26548
1.38454	1.1281
1.5199	0.975969
1.66849	0.824751
1.83161	0.683564
2.01068	0.572224
2.20725	0.494646
2.42304	0.464201
2.65993	0.482255
2.91998	0.565638
3.20545	0.711477
3.51883	0.915581
3.86284	1.1572
4.24049	1.42329
4.65506	1.70154
5.11017	1.96555
5.60976	2.19188
6.1582	2.34141
6.76025	2.42595
7.42117	2.44366
8.14669	2.42898
8.94315	2.37459
9.81748	2.32194
10.7773	2.30476
11.8309	2.36873
12.9876	2.53531
14.2573	2.73077
15.6512	2.92282
17.1813	3.00611
18.861	3.0758
20.705	3.18135
22.7292	3.4638
24.9513	3.95541
27.3906	4.52584
30.0685	4.98523
33.0081	4.95988
36.2352	4.34855
39.7777	3.21277
43.6665	1.80204
47.9356	0.701362
52.622	0.13504
57.7666	0.0111824
63.4141	0
69.6138	0
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

