Diameter	Volume
0.375124	0.147546
0.411798	0.266656
0.452057	0.394866
0.496252	0.562987
0.544768	0.692001
0.598027	0.804417
0.656493	0.897969
0.720675	0.983607
0.791132	1.03123
0.868477	1.05144
0.953383	1.03924
1.04659	1.00167
1.14891	0.932365
1.26123	0.839559
1.38454	0.73182
1.5199	0.616604
1.66849	0.50645
1.83161	0.408298
2.01068	0.340325
2.20725	0.303875
2.42304	0.311567
2.65993	0.361862
2.91998	0.470485
3.20545	0.633732
3.51883	0.852606
3.86284	1.10718
4.24049	1.38302
4.65506	1.66573
5.11017	1.93104
5.60976	2.16439
6.1582	2.32978
6.76025	2.43753
7.42117	2.46745
8.14669	2.44876
8.94315	2.38033
9.81748	2.31402
10.7773	2.27833
11.8309	2.29075
12.9876	2.36656
14.2573	2.44313
15.6512	2.57175
17.1813	2.69132
18.861	2.89558
20.705	3.11645
22.7292	3.3673
24.9513	3.64172
27.3906	3.88831
30.0685	4.19834
33.0081	4.44327
36.2352	4.63875
39.7777	4.58711
43.6665	4.18537
47.9356	3.4157
52.622	2.36167
57.7666	1.26037
63.4141	0.455874
69.6138	0.0838584
76.4196	0.0060791
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

