Diameter	Volume
0.375124	0.164344
0.411798	0.297441
0.452057	0.440659
0.496252	0.627319
0.544768	0.769706
0.598027	0.893296
0.656493	0.995496
0.720675	1.08685
0.791132	1.13458
0.868477	1.15099
0.953383	1.13065
1.04659	1.08008
1.14891	0.993026
1.26123	0.879709
1.38454	0.750513
1.5199	0.614342
1.66849	0.485066
1.83161	0.372433
2.01068	0.297575
2.20725	0.26352
2.42304	0.281952
2.65993	0.352239
2.91998	0.492617
3.20545	0.702126
3.51883	0.98116
3.86284	1.30492
4.24049	1.65318
4.65506	2.00612
5.11017	2.33709
5.60976	2.62826
6.1582	2.8386
6.76025	2.96912
7.42117	2.99929
8.14669	2.96384
8.94315	2.87167
9.81748	2.77712
10.7773	2.7086
11.8309	2.68432
12.9876	2.72268
14.2573	2.76818
15.6512	2.85489
17.1813	2.90633
18.861	2.98674
20.705	3.05583
22.7292	3.15628
24.9513	3.3321
27.3906	3.54989
30.0685	3.85006
33.0081	4.05785
36.2352	4.09433
39.7777	3.77696
43.6665	3.09045
47.9356	2.16085
52.622	1.14891
57.7666	0.42403
63.4141	0.0778686
69.6138	0.00597477
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

