Diameter	Volume
0.375124	0.209532
0.411798	0.378945
0.452057	0.560869
0.496252	0.797671
0.544768	0.98055
0.598027	1.13902
0.656493	1.27061
0.720675	1.38691
0.791132	1.45142
0.868477	1.47579
0.953383	1.45404
1.04659	1.39268
1.14891	1.28793
1.26123	1.1502
1.38454	0.99261
1.5199	0.826634
1.66849	0.66919
1.83161	0.534064
2.01068	0.445973
2.20725	0.412223
2.42304	0.444225
2.65993	0.544117
2.91998	0.731923
3.20545	1.01038
3.51883	1.37411
3.86284	1.79022
4.24049	2.22873
4.65506	2.66354
5.11017	3.06306
5.60976	3.39595
6.1582	3.60972
6.76025	3.69261
7.42117	3.63598
8.14669	3.48301
8.94315	3.25454
9.81748	3.00669
10.7773	2.78099
11.8309	2.61744
12.9876	2.54032
14.2573	2.49765
15.6512	2.47777
17.1813	2.40217
18.861	2.3367
20.705	2.30576
22.7292	2.40168
24.9513	2.65709
27.3906	2.9971
30.0685	3.33259
33.0081	3.41742
36.2352	3.15586
39.7777	2.51912
43.6665	1.66266
47.9356	0.830809
52.622	0.272529
57.7666	0.045928
63.4141	0.00273309
69.6138	0
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

