Diameter	Volume
0.375124	0.149441
0.411798	0.270507
0.452057	0.400852
0.496252	0.57074
0.544768	0.699482
0.598027	0.810967
0.656493	0.902683
0.720675	0.98471
0.791132	1.02572
0.868477	1.0378
0.953383	1.01605
1.04659	0.966948
1.14891	0.883752
1.26123	0.776369
1.38454	0.654882
1.5199	0.527588
1.66849	0.407703
1.83161	0.303946
2.01068	0.236452
2.20725	0.207099
2.42304	0.22726
2.65993	0.296487
2.91998	0.432648
3.20545	0.633913
3.51883	0.901647
3.86284	1.21331
4.24049	1.55014
4.65506	1.89343
5.11017	2.21741
5.60976	2.50741
6.1582	2.72494
6.76025	2.87289
7.42117	2.92776
8.14669	2.92031
8.94315	2.857
9.81748	2.79022
10.7773	2.7465
11.8309	2.73948
12.9876	2.78587
14.2573	2.82999
15.6512	2.91681
17.1813	2.98198
18.861	3.1011
20.705	3.22714
22.7292	3.38884
24.9513	3.60988
27.3906	3.84433
30.0685	4.1345
33.0081	4.31355
36.2352	4.31818
39.7777	3.96928
43.6665	3.24976
47.9356	2.28059
52.622	1.219
57.7666	0.452701
63.4141	0.0835943
69.6138	0.00646075
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

