Diameter	Volume
0.375124	0.1894
0.411798	0.342064
0.452057	0.506589
0.496252	0.722929
0.544768	0.892202
0.598027	1.04153
0.656493	1.16863
0.720675	1.28665
0.791132	1.36077
0.868477	1.40222
0.953383	1.40415
1.04659	1.37395
1.14891	1.30571
1.26123	1.20698
1.38454	1.08521
1.5199	0.947916
1.66849	0.809755
1.83161	0.677559
2.01068	0.570483
2.20725	0.490029
2.42304	0.451475
2.65993	0.453385
2.91998	0.511682
3.20545	0.621555
3.51883	0.783135
3.86284	0.977973
4.24049	1.19514
4.65506	1.42417
5.11017	1.64161
5.60976	1.83169
6.1582	1.95755
6.76025	2.03433
7.42117	2.04678
8.14669	2.03116
8.94315	1.98117
9.81748	1.94666
10.7773	1.94788
11.8309	2.01042
12.9876	2.15667
14.2573	2.32854
15.6512	2.56504
17.1813	2.76007
18.861	2.98193
20.705	3.15856
22.7292	3.35434
24.9513	3.65082
27.3906	4.03577
30.0685	4.58276
33.0081	5.03518
36.2352	5.23383
39.7777	4.89287
43.6665	3.98147
47.9356	2.70918
52.622	1.37873
57.7666	0.474731
63.4141	0.0815467
69.6138	0.00549969
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

