Diameter	Volume
0.375124	0.218671
0.411798	0.394607
0.452057	0.58438
0.496252	0.833805
0.544768	1.02932
0.598027	1.20138
0.656493	1.34812
0.720675	1.48415
0.791132	1.57017
0.868477	1.61831
0.953383	1.62155
1.04659	1.58828
1.14891	1.51186
1.26123	1.40131
1.38454	1.26551
1.5199	1.11403
1.66849	0.962342
1.83161	0.819355
2.01068	0.706459
2.20725	0.627033
2.42304	0.596452
2.65993	0.612911
2.91998	0.693956
3.20545	0.834615
3.51883	1.03377
3.86284	1.26654
4.24049	1.51749
4.65506	1.77116
5.11017	2.00227
5.60976	2.19004
6.1582	2.29164
6.76025	2.31861
7.42117	2.25795
8.14669	2.15235
8.94315	2.00251
9.81748	1.86364
10.7773	1.76354
11.8309	1.72659
12.9876	1.78074
14.2573	1.86838
15.6512	2.03676
17.1813	2.19676
18.861	2.40811
20.705	2.59365
22.7292	2.77515
24.9513	3.00774
27.3906	3.29506
30.0685	3.74488
33.0081	4.20667
36.2352	4.59412
39.7777	4.60732
43.6665	4.11469
47.9356	3.14881
52.622	1.85788
57.7666	0.776335
63.4141	0.172322
69.6138	0.017788
76.4196	0.000120425
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

