Diameter	Volume
0.375124	0.0991866
0.411798	0.179448
0.452057	0.265647
0.496252	0.378684
0.544768	0.463478
0.598027	0.53663
0.656493	0.595837
0.720675	0.649709
0.791132	0.675124
0.868477	0.681061
0.953383	0.663933
1.04659	0.629681
1.14891	0.572747
1.26123	0.500077
1.38454	0.419531
1.5199	0.335809
1.66849	0.260109
1.83161	0.196834
2.01068	0.161084
2.20725	0.15064
2.42304	0.176703
2.65993	0.238347
2.91998	0.350868
3.20545	0.508782
3.51883	0.713455
3.86284	0.947872
4.24049	1.20016
4.65506	1.46033
5.11017	1.70672
5.60976	1.93045
6.1582	2.09877
6.76025	2.22676
7.42117	2.29158
8.14669	2.31621
8.94315	2.2915
9.81748	2.26167
10.7773	2.2541
11.8309	2.28305
12.9876	2.36629
14.2573	2.43519
15.6512	2.55624
17.1813	2.68219
18.861	2.93929
20.705	3.25627
22.7292	3.63256
24.9513	4.01658
27.3906	4.30932
30.0685	4.61469
33.0081	4.83047
36.2352	5.05957
39.7777	5.14495
43.6665	4.96779
47.9356	4.41046
52.622	3.42437
57.7666	2.21871
63.4141	1.06869
69.6138	0.33743
76.4196	0.0534216
83.8907	0.00294947
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

