Diameter	Volume
0.375124	0.174663
0.411798	0.316066
0.452057	0.468103
0.496252	0.666162
0.544768	0.818201
0.598027	0.950274
0.656493	1.05989
0.720675	1.15753
0.791132	1.21045
0.868477	1.23021
0.953383	1.21128
1.04659	1.15974
1.14891	1.07084
1.26123	0.954005
1.38454	0.819936
1.5199	0.677721
1.66849	0.54234
1.83161	0.423929
2.01068	0.343908
2.20725	0.306257
2.42304	0.322591
2.65993	0.393014
2.91998	0.535553
3.20545	0.750406
3.51883	1.03621
3.86284	1.368
4.24049	1.72461
4.65506	2.08647
5.11017	2.42649
5.60976	2.72449
6.1582	2.93859
6.76025	3.0675
7.42117	3.09494
8.14669	3.05772
8.94315	2.96518
9.81748	2.869
10.7773	2.79515
11.8309	2.76994
12.9876	2.81211
14.2573	2.86918
15.6512	2.95376
17.1813	2.97171
18.861	2.98692
20.705	2.98469
22.7292	3.05616
24.9513	3.26852
27.3906	3.57486
30.0685	3.95717
33.0081	4.1535
36.2352	4.02121
39.7777	3.43133
43.6665	2.47855
47.9356	1.37221
52.622	0.515409
57.7666	0.0979303
63.4141	0.00738545
69.6138	0
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

