Diameter	Volume
0.375124	0.156678
0.411798	0.283677
0.452057	0.420183
0.496252	0.5987
0.544768	0.735995
0.598027	0.856419
0.656493	0.957008
0.720675	1.04846
0.791132	1.09997
0.868477	1.1235
0.953383	1.11293
1.04659	1.07471
1.14891	1.00307
1.26123	0.907272
1.38454	0.795673
1.5199	0.675664
1.66849	0.560374
1.83161	0.45732
2.01068	0.385691
2.20725	0.347312
2.42304	0.354987
2.65993	0.406578
2.91998	0.51851
3.20545	0.687847
3.51883	0.915464
3.86284	1.17978
4.24049	1.46492
4.65506	1.75617
5.11017	2.02976
5.60976	2.27117
6.1582	2.44165
6.76025	2.54898
7.42117	2.57358
8.14669	2.55155
8.94315	2.48455
9.81748	2.42314
10.7773	2.38893
11.8309	2.40078
12.9876	2.48259
14.2573	2.57935
15.6512	2.73249
17.1813	2.84602
18.861	2.98399
20.705	3.08985
22.7292	3.22618
24.9513	3.47239
27.3906	3.81386
30.0685	4.3113
33.0081	4.7259
36.2352	4.91031
39.7777	4.59784
43.6665	3.75892
47.9356	2.5816
52.622	1.33167
57.7666	0.468702
63.4141	0.0822649
69.6138	0.00580549
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

