Diameter	Volume
0.375124	0.142963
0.411798	0.258977
0.452057	0.383773
0.496252	0.546008
0.544768	0.668831
0.598027	0.775128
0.656493	0.862462
0.720675	0.939825
0.791132	0.978009
0.868477	0.988592
0.953383	0.967197
1.04659	0.919531
1.14891	0.840194
1.26123	0.738827
1.38454	0.625979
1.5199	0.509832
1.66849	0.40343
1.83161	0.315151
2.01068	0.263837
2.20725	0.252233
2.42304	0.292247
2.65993	0.384284
2.91998	0.544447
3.20545	0.770526
3.51883	1.06196
3.86284	1.39571
4.24049	1.75104
4.65506	2.109
5.11017	2.44418
5.60976	2.74111
6.1582	2.96102
6.76025	3.10385
7.42117	3.14925
8.14669	3.13091
8.94315	3.05746
9.81748	2.97863
10.7773	2.9185
11.8309	2.89744
12.9876	2.93448
14.2573	2.98059
15.6512	3.06312
17.1813	3.10132
18.861	3.16111
20.705	3.21169
22.7292	3.31704
24.9513	3.52463
27.3906	3.78167
30.0685	4.08919
33.0081	4.22173
36.2352	4.06695
39.7777	3.50005
43.6665	2.58801
47.9356	1.53812
52.622	0.656268
57.7666	0.169872
63.4141	0.0211777
69.6138	0.000639134
76.4196	0
83.8907	0
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

