Diameter	Volume
0.375124	0.150769
0.411798	0.272018
0.452057	0.402532
0.496252	0.573789
0.544768	0.705101
0.598027	0.818343
0.656493	0.911732
0.720675	0.996605
0.791132	1.04257
0.868477	1.05866
0.953383	1.04034
1.04659	0.995023
1.14891	0.916809
1.26123	0.812766
1.38454	0.691974
1.5199	0.562242
1.66849	0.437504
1.83161	0.325523
2.01068	0.245401
2.20725	0.198281
2.42304	0.195601
2.65993	0.236493
2.91998	0.338536
3.20545	0.499979
3.51883	0.721429
3.86284	0.982104
4.24049	1.2687
4.65506	1.56607
5.11017	1.84791
5.60976	2.09703
6.1582	2.27858
6.76025	2.40362
7.42117	2.45265
8.14669	2.45183
8.94315	2.39882
9.81748	2.34951
10.7773	2.33641
11.8309	2.38112
12.9876	2.48877
14.2573	2.59144
15.6512	2.73475
17.1813	2.8665
18.861	3.09353
20.705	3.34358
22.7292	3.61748
24.9513	3.87177
27.3906	4.02955
30.0685	4.19253
33.0081	4.27057
36.2352	4.35017
39.7777	4.29615
43.6665	4.00988
47.9356	3.42755
52.622	2.53612
57.7666	1.50518
63.4141	0.636793
69.6138	0.15507
76.4196	0.0179181
83.8907	0.000326738
92.0923	0
101.096	0
110.979	0
121.829	0
133.74	0
146.815	0
161.168	0
176.925	0
194.222	0
213.21	0
234.054	0
256.936	0
282.056	0
309.631	0
339.902	0
373.132	0
409.611	0
449.657	0
493.617	0
541.876	0
594.852	0
653.008	0
716.849	0
786.932	0
863.866	0
948.322	0
1041.03	0
1142.81	0
1254.54	0
1377.19	0
1511.83	0
1659.63	0
1821.88	0
2000	

